modelo,marca,ano,quilometragem,potenciamotor,combustivel,cambio,direcao,cor,portas,finalplaca,vidroeletrico,travaeletrica,arcondicionado,direcaohidraulica,som,airbag,alarme,sensorre,camerare,blindado,valor
FIAT PALIO 1.6 MPI 16V 4P,FIAT,2014,90000,1.6,Flex,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,1,1,1,0,0,37000
TOYOTA COROLLA FIELDER SW 1.8/1.8 XEI FLEX MEC,TOYOTA,2010,100000,1.8,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,1,1,0,42500
FIAT MOBI LIKE 1.0 FIRE FLEX 5P.,FIAT,2018,58000,1,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,1,0,1,0,0,0,35000
VW - VOLKSWAGEN PARATI SURF 1.6 MI TOTAL FLEX,VW - VOLKSWAGEN,2013,89000,1.6,Flex,Manual,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,1,1,0,25000
FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,2007,300000,1.6,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,0,1,1,0,0,0,15500
VW - VOLKSWAGEN GOL 1000 (MODELO ANTIGO),VW - VOLKSWAGEN,1995,72000,1,Gasolina,Manual,Mecânica,Cinza,2,7,0,1,0,0,1,0,1,0,0,0,18000
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 3P,VW - VOLKSWAGEN,2007,150000,1,Flex,Manual,Hidráulica,Prata,2,1,1,1,1,1,1,0,1,1,0,0,15500
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,2012,90000,1,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,0,1,1,0,0,23500
FIAT UNO MILLE/ MILLE EX/ SMART 4P,FIAT,2001,100,1,Gasolina,Manual,Mecânica,Cinza,4,1,1,1,1,0,1,0,1,0,0,0,8200
VW - VOLKSWAGEN CROSSFOX I MOTION 1.6 MI T. FLEX 8V 5P,VW - VOLKSWAGEN,2016,68794,1.6,Flex,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,0,0,46500
FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,2014,1,2,Flex,Automático,Hidráulica,Prata,4,1,1,1,1,1,1,1,1,1,0,0,44000
GM - CHEVROLET CORSA SED CLASS.LIFE 1.0/1.0 FLEXPOWER,GM - CHEVROLET,2002,0,1,Gasolina,Manual,Mecânica,Prata,4,9,0,1,1,0,0,0,1,0,0,0,10500
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,2017,55000,1.5,Flex,Automático,Elétrica,Cinza,4,9,1,1,1,1,1,1,1,1,1,0,68000
PEUGEOT 308 FELINE 2.0 FLEX 16V 5P AUT.,PEUGEOT,2013,120000,2,Flex,Automático,Elétrica,Cinza,4,3,1,1,1,1,1,1,1,1,1,0,33000
FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,2014,114600,1.5,Flex,Manual,Elétrica,Preto,4,3,1,1,1,1,1,1,1,0,0,0,29500
GM - CHEVROLET ASTRA GL MILENIUM 1.8 MPFI 4P,GM - CHEVROLET,2000,0,1.8,Gasolina,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,0,1,0,0,0,14500
TOYOTA YARIS XLS SEDAN 1.5 FLEX 16V 4P AUT.,TOYOTA,2020,8600,1.5,Flex,Automático,Elétrica,Prata,4,1,1,1,1,0,1,1,1,0,1,0,86000
VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V,VW - VOLKSWAGEN,2019,40000,1.6,Flex,Manual,Hidráulica,Branco,2,7,1,1,1,1,1,1,1,1,0,0,53000
FIAT UNO,FIAT,2012,42000,1,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,0,1,0,0,0,30000
FORD FIESTA SEDAN SEL 1.6 16V FLEX MEC.,FORD,2014,98000,1.6,Flex,Manual,Elétrica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,35000
GM - CHEVROLET PRISMA SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,2009,150827,1.4,Flex,Manual,Hidráulica,Prata,4,0,0,1,1,1,0,0,1,0,1,0,20000
FORD FIESTA SUPERCHARGER 1.0 8V 95CV 5P,FORD,2005,140000,1,Gasolina,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,0,0,0,15000
GM - CHEVROLET VECTRA GLS/EXPRES.2.2/ 2.0 E 2.0 CD 8V,GM - CHEVROLET,1997,11111111,2,Gasolina,Manual,Hidráulica,Prata,4,1,1,1,0,0,1,0,0,0,0,0,8000
FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,2005,194000,1.6,Flex,Manual,Hidráulica,Preto,4,4,0,1,1,1,1,0,1,1,0,0,15000
FIAT SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P,FIAT,2014,98000,1.4,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,1,1,1,0,0,30000
HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,2014,56000,1.8,Flex,Automático,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,52000
FIAT PUNTO ESSENCE 1.6 FLEX 16V 5P,FIAT,2013,100000,1.6,Flex,Automático,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,31900
FIAT IDEA ELX 1.4 MPI FIRE FLEX 8V 5P,FIAT,2010,150000,1.4,Flex,Manual,Hidráulica,Outra,4,1,1,1,1,1,1,0,1,1,0,0,21000
PEUGEOT 2008 ALLURE 1.6 FLEX 16V 5P AUT.,PEUGEOT,2017,87000,1.6,Flex,Automático,Elétrica,Branco,4,4,1,1,1,1,1,1,1,1,0,0,51900
VW - VOLKSWAGEN POLO 1.6 MSI FLEX 16V 5P,VW - VOLKSWAGEN,2018,31000,1.6,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,0,0,0,51000
GM - CHEVROLET CORSA HAT. PREMIUM 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,2010,52142,1.4,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,0,0,0,0,0,0,10000
FORD KA GL 1.0I ZETEC ROCAM,FORD,2009,1111,1,Flex,Manual,Hidráulica,Preto,2,6,1,1,1,1,0,0,0,0,0,0,17000
FIAT UNO ATTRACTIVE 1.4 EVO FIRE FLEX 8V 4P,FIAT,2011,189000,1.4,Flex,Manual,Hidráulica,Azul,4,4,1,1,1,1,1,0,0,0,0,0,19500
GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2011,180000,1,Flex,Manual,Hidráulica,Preto,4,9,1,0,1,1,1,1,1,0,0,0,19600
TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.,TOYOTA,2019,48360,1.8,Flex,Automático,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,0,0,89500
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,2009,160000,1,Flex,Manual,Mecânica,Preto,4,2,0,1,1,0,1,0,1,1,1,0,12500
FIAT PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,FIAT,2010,98700,1,Flex,Manual,Hidráulica,Preto,4,2,1,1,1,1,1,0,1,0,0,0,21500
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,2003,100000,1,Gasolina,Manual,Mecânica,Outra,4,5,0,1,0,0,0,0,1,0,0,0,8000
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CD,FIAT,2018,38000,1.4,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,68000
GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2019,25115,1.4,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,53000
FIAT UNO TURBO 1.4 I.E. 2P,FIAT,1995,333698,1,Gasolina,Manual,Mecânica,Verde,2,4,1,0,0,0,1,0,0,0,0,0,3600
CITROEN JUMPER 2.3 15/16LUG. TB DIESEL,CITROEN,2012,136000,2,Diesel,Manual,Hidráulica,Branco,4,2,0,1,1,1,0,1,0,0,0,0,49900
GM - CHEVROLET CORSA SED CLASSIC LIFE 1.6 MPFI VHC 8V,GM - CHEVROLET,2011,167614,1,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,0,1,0,0,0,20500
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,1999,190833,1,Álcool,Semi-Automático,Elétrica,Branco,2,0,0,0,0,1,0,0,0,0,0,0,7500
FORD RANGER XLS 2.2 4X4 CD DIESEL MEC.,FORD,2015,167000,2,Diesel,Manual,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,0,0,0,90000
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,2009,1111,1,Flex,Manual,Hidráulica,Vermelho,4,5,1,1,1,1,1,1,1,0,0,0,21800
HYUNDAI TUCSON 2.0 16V FLEX AUT.,HYUNDAI,2012,87000,2,Flex,Automático,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,1,1,0,39500
FORD FOCUS 1.8 16V 5P,FORD,2003,0,1.8,Gasolina,Manual,Hidráulica,Prata,4,7,1,1,0,1,1,0,1,0,0,0,12000
GM - CHEVROLET CORSA WIND PIQUET/ CHAMP 1.0 MPFI 2P,GM - CHEVROLET,1995,0,1,Gasolina,Manual,Mecânica,Cinza,2,3,0,1,0,0,0,0,1,0,0,0,6500
HONDA CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,HONDA,2015,98000,1.7,Flex,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,0,0,0,54999
FIAT STRADA FREEDOM 1.3 FLEX 8V CD,FIAT,2021,0,1.3,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,0,1,0,96000
PEUGEOT 205 GTI 1.4,PEUGEOT,2005,120,1.4,Flex,Automático,Hidráulica,Prata,4,6,1,1,1,1,0,1,0,0,0,0,9000
FORD FUSION SEL 2.5 16V 173CV AUT.,FORD,2010,132958,2,Gasolina,Automático,Elétrica,Prata,4,0,1,1,1,1,1,1,1,1,1,0,35000
FORD VERONA GL 1.8I / LX 1.8I 4P,FORD,1990,490000,1.8,Gasolina,Manual,Mecânica,Cinza,2,4,1,0,0,0,1,0,0,0,0,0,7500
FIAT GRAND SIENA TETRAFUEL 1.4 EVO F. FLEX 8V,FIAT,2013,1,1.4,Flex,Manual,Hidráulica,Outra,4,5,1,1,1,1,1,1,1,0,0,0,33000
NISSAN KICKS S DIRECT 1.6 16V FLEX 5P AUT.(PCD),NISSAN,2019,38000,1.6,Flex,Automático,Elétrica,Cinza,4,7,1,1,1,0,1,1,1,1,0,0,74000
FIAT UNO ATTRACTIVE 1.4 EVO FIRE FLEX 8V 4P,FIAT,2011,98529,1.4,Flex,Manual,Hidráulica,Prata,4,8,1,0,0,1,1,0,1,0,0,0,22900
HYUNDAI TUCSON 2.0 16V MEC.,HYUNDAI,2009,141000,2,Gasolina,Manual,Hidráulica,Preto,4,8,1,1,1,1,1,1,1,1,0,0,27000
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2008,93000,1.6,Flex,Manual,Hidráulica,Prata,4,6,1,1,1,1,1,0,1,0,0,0,23900
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2009,100000,1.6,Flex,Manual,Hidráulica,Preto,4,0,1,1,1,1,0,1,1,0,0,0,29900
FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,2020,28000,1,Flex,Manual,Elétrica,Prata,4,2,1,1,1,1,1,1,1,0,0,0,50000
VOLVO XC 60 T-8 HÍBRIDO R-DESIGN 2.0 5P,VOLVO,2011,111111,2,Gasolina,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,0,1,1,0,63990
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,2011,101000,1,Flex,Manual,Hidráulica,Preto,4,6,0,1,1,1,0,1,1,0,0,0,20000
VW - VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2018,55000,1.6,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,1,1,0,42800
GM - CHEVROLET CORSA SED. MAXX 1.0/ 1.0 FLEXPOWER 8V 4P,GM - CHEVROLET,2005,140,1,Gasolina,Manual,Hidráulica,Outra,4,0,1,1,1,1,0,0,1,0,0,0,15500
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,2011,62228,1.4,Flex,Manual,Hidráulica,Verde,4,9,1,1,1,1,1,0,1,0,0,0,27500
GM - CHEVROLET CHEVETTE L / SL / SL/E / DL / SE 1.6,GM - CHEVROLET,1983,0,1.6,Gasolina,Manual,Mecânica,Outra,2,6,1,0,0,0,0,0,0,0,0,0,0
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2018,56850,2,Flex,Automático,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,0,1,0,93499
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2005,0,1,Flex,Manual,Mecânica,Branco,4,4,1,1,1,0,0,0,0,0,0,0,13000
NISSAN MARCH SV 1.6 16V FLEX FUEL,NISSAN,2015,75000,1.6,Flex,Manual,Elétrica,Prata,4,5,1,1,1,0,1,1,1,1,1,0,38500
RENAULT LOGAN EXPRESSION HI-FLEX 1.6 8V 4P,RENAULT,2012,260000,1.6,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,0,0,0,19000
GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,2019,52500,1.4,Flex,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,52500
NISSAN FRONTIER SE SERRANA CD 4X4 2.8 TB DIES,NISSAN,2010,210,2,Diesel,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,0,0,0,60000
NISSAN VERSA SL 1.6 16V FLEXSTART 4P AUT.,NISSAN,2018,49000,1.6,Flex,Automático,Elétrica,Branco,4,2,1,1,1,0,1,0,1,1,1,0,59000
VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,2014,157,1.6,Flex,Manual,Hidráulica,Vermelho,2,2,1,1,1,1,1,1,1,0,0,0,36000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2019,31000,2,Flex,Automático,Elétrica,Branco,4,9,1,1,1,1,1,1,1,1,1,0,105000
GM - CHEVROLET VECTRA ELEGAN. 2.0 MPFI 8V FLEXPOWER MEC,GM - CHEVROLET,2009,170000,2,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,22500
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2007,125,1,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,1,0,0,0,0,0,16200
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 2P,VW - VOLKSWAGEN,2009,0,1,Flex,Manual,Hidráulica,Vermelho,4,6,1,1,1,1,0,0,1,0,0,0,19000
FIAT LINEA ESSEN.SUBLIME 1.8 FLEX 16V 4P,FIAT,2015,85000,1.8,Flex,Manual,Elétrica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,36500
VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,2017,87000,1.6,Flex,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,1,1,0,40000
RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2021,120,1,Flex,Manual,Hidráulica,Laranja,4,0,1,1,1,1,1,1,1,1,1,0,42000
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,2012,98000,1,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,0,0,0,24800
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,2009,125000,1,Flex,Manual,Hidráulica,Preto,4,0,1,1,1,1,1,0,0,0,0,0,16500
GM - CHEVROLET CORSA WIND 1.0 MPFI / EFI 2P,GM - CHEVROLET,2000,231557,1,Gasolina,Manual,Hidráulica,Cinza,4,7,1,1,1,1,1,0,1,0,0,0,11000
VW - VOLKSWAGEN GOL COPA 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2005,14578,1.6,Flex,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,0,1,0,0,0,13900
GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,2020,6000,2,Diesel,Automático,Elétrica,Branco,4,1,1,1,1,0,1,1,1,1,1,0,197000
GM - CHEVROLET PRISMA SED. MAXX 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,2010,180000,1,Flex,Manual,Hidráulica,Prata,4,8,1,1,1,1,1,0,1,0,0,0,15500
CHERY TIGGO 2 LOOK 1.5 16V FLEX MEC. 5P,CHERY,2020,32000,1.5,Flex,Manual,Elétrica,Preto,4,9,1,1,1,0,1,1,1,1,0,0,62500
FIAT UNO WAY 1.0 FLEX 6V 5P,FIAT,2010,90000,1,Flex,Manual,Hidráulica,Amarelo,4,6,1,1,1,1,1,0,1,1,0,0,21000
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,2012,155000,1,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,0,0,1,1,0,0,25000
JEEP RENEGADE SPORT 2.0 4X4 TB DIESEL AUT.,JEEP,2017,0,2,Diesel,Automático,Elétrica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,93500
VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2015,70000,1,Flex,Manual,Elétrica,Branco,4,1,1,1,1,1,0,1,1,1,0,0,37000
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2005,1863456,1.6,Flex,Manual,Hidráulica,Verde,4,2,1,1,1,1,1,0,1,0,0,0,19000
FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,2014,70000,1.6,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,1,1,1,1,0,17500
GM - CHEVROLET COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,2014,111,1.4,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,0,0,0,12000
GM - CHEVROLET TRACKER LTZ 1.8 16V FLEX 4X2 AUT.,GM - CHEVROLET,2015,49500,1.8,Flex,Automático,Elétrica,Cinza,4,5,1,1,1,0,1,1,1,1,0,0,62000
GM - CHEVROLET CORSA SED CLASS.SUPER 1.0/1.0 FLEXPOWER,GM - CHEVROLET,2005,205016,1,Gasolina,Manual,Hidráulica,Preto,4,6,0,1,0,1,0,0,0,0,0,0,10000
FIAT PALIO WEEKEND ADV. LOCKER EXT. 1.8 FLEX,FIAT,2013,0,1.8,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,36000
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 4P,VW - VOLKSWAGEN,1999,165000,1,Gasolina,Manual,Mecânica,Azul,4,7,1,0,0,0,0,0,0,0,0,0,6500
FORD FIESTA SEDAN 1.6 16V FLEX MEC.,FORD,2011,0,1.6,Flex,Manual,Hidráulica,Outra,4,4,1,1,1,1,1,0,1,0,0,0,22499
GM - CHEVROLET CORSA SED CLASS.LIFE 1.0/1.0 FLEXPOWER,GM - CHEVROLET,2004,1,1,Gasolina,Manual,Mecânica,Prata,4,2,1,0,0,0,0,0,0,0,0,0,11900
FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,2015,75000,1.5,Flex,Manual,Elétrica,Branco,4,7,1,1,1,0,1,1,1,1,0,0,34500
GM - CHEVROLET CORSA WIND 1.0 MPF/MILLENIUMI/ EFI 4P,GM - CHEVROLET,1998,160000,1,Gasolina,Manual,Mecânica,Vermelho,4,3,0,0,1,0,0,0,0,0,0,0,9000
FIAT STRADA FREEDOM 1.3 FLEX 8V CS PLUS,FIAT,2021,1,1.3,Flex,Manual,Elétrica,Branco,2,0,1,1,1,1,1,1,1,1,0,0,83000
NISSAN KICKS SL 1.6 16V FLEXSTAR 5P AUT.,NISSAN,2017,62000,1.6,Flex,Automático,Elétrica,Branco,4,5,1,1,1,1,1,1,1,1,1,0,69000
BMW X5 XDRIVE 50I 4.4 BI-TURBO,BMW,2014,136000,4,Gasolina,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,195000
FIAT IDEA ELX 1.4 MPI FIRE FLEX 8V 5P,FIAT,2008,220000,1.4,Gasolina,Manual,Hidráulica,Cinza,4,9,1,1,1,1,1,1,1,0,0,0,15000
HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,2015,53000,1.5,Flex,Automático,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,0,1,0,58000
PEUGEOT 408 SEDAN ALLURE 2.0 FLEX 16V 4P MEC.,PEUGEOT,2012,111000,2,Flex,Manual,Elétrica,Azul,4,6,1,1,1,0,1,1,1,1,0,0,26000
VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,2013,132000,1.6,Flex,Manual,Hidráulica,Vermelho,2,5,1,1,1,1,1,1,1,1,0,0,40000
GM - CHEVROLET CELTA 1.0/SUPER/N.PIQ.1.0 MPFI VHC 8V 3P,GM - CHEVROLET,2002,189983,1,Gasolina,Manual,Mecânica,Branco,2,7,1,1,0,0,0,0,1,0,0,0,8000
GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2018,60,1,Flex,Manual,Elétrica,Preto,4,0,1,1,1,1,0,1,1,1,0,0,42000
VW - VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2014,109000,1.6,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,0,0,0,31999
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,2014,60000,1.4,Flex,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,0,0,0,0,0,0
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,2011,107236,1,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,0,1,0,0,0,24990
HYUNDAI HB20S PREMIUM 1.6 FLEX 16V AUT. 4P,HYUNDAI,2019,19500,1.6,Flex,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,66500
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,2018,72000,1.4,Flex,Automático,Elétrica,Preto,4,3,1,1,1,1,1,1,1,1,0,0,48000
NISSAN SENTRA S 2.0/ 2.0 FLEX FUEL 16V MEC.,NISSAN,2013,108000,2,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,26500
PEUGEOT 207 XR 1.4 FLEX 8V 5P,PEUGEOT,2009,117000,1.4,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,0,0,1,0,17800
VW - VOLKSWAGEN VOYAGE I MOTION TREND 1.6 MI T. FLEX 8V,VW - VOLKSWAGEN,2010,136000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,0,1,0,0,0,25500
GM - CHEVROLET CORSA SED CLASS.SPIRIT 1.0/1.0 FLEXPOWER,GM - CHEVROLET,2005,245000,1,Gasolina,Manual,Hidráulica,Azul,4,4,1,1,0,1,0,0,0,0,0,0,15000
GM - CHEVROLET CORSA FURGÃO 1.6 MPFI POWERTECH 92CV,GM - CHEVROLET,1996,6728,1,Gasolina,Manual,Mecânica,Outra,2,3,1,0,0,0,0,0,0,0,0,0,5800
VW - VOLKSWAGEN PASSAT CC 3.6 V6 FSI 300CV TIPTRONIC,VW - VOLKSWAGEN,2014,69000,3,Gasolina,Automático,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,115000
GM - CHEVROLET CRUZE SPORT PREMIER 1.4 16V TB FLEX AUT,GM - CHEVROLET,2018,57000,1.4,Flex,Automático,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,1,0,75000
GM - CHEVROLET PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,2015,70000,1.4,Flex,Automático,Hidráulica,Prata,4,0,1,1,1,0,1,1,1,1,1,0,38000
VW - VOLKSWAGEN VOYAGE I MOTION COMF/HGHLI.1.6 T.FLEX 8V,VW - VOLKSWAGEN,2016,70000,1.6,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,0,1,1,1,0,0,0,36000
VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,2010,157506,1,Flex,Manual,Hidráulica,Preto,4,1,1,1,1,1,1,0,1,0,0,0,19500
FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,2015,60000,1,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,0,1,1,1,1,1,0,33000
FIAT PUNTO ELX 1.4 FIRE FLEX 8V 5P,FIAT,2012,166000,1.4,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,0,0,0,28500
VW - VOLKSWAGEN SANTANA 1.8 MI,VW - VOLKSWAGEN,2004,0,1.8,Gasolina,Manual,Hidráulica,Cinza,4,8,1,1,1,1,1,0,1,0,0,0,11000
GM - CHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2003,16088566,1,Gasolina,Manual,Mecânica,Azul,4,7,0,1,1,0,0,0,1,0,0,0,12700
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2018,56900,2,Flex,Automático,Hidráulica,Prata,4,0,1,1,1,0,1,1,1,1,1,0,93490
VW - VOLKSWAGEN FOX CONNECT 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2019,27000,1.6,Flex,Manual,Elétrica,Preto,4,3,1,1,1,0,1,1,1,1,0,0,56000
GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,2012,9580,1,Gasolina,Manual,Hidráulica,Cinza,4,9,1,1,1,1,0,0,1,0,0,0,23500
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2022,0,1,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,1,60000
HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,HYUNDAI,2019,20000,1.6,Flex,Automático,Elétrica,Azul,4,0,1,1,1,1,1,1,1,1,1,0,58000
HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,2022,0,1.6,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,50000
